dataset,delta,lambda,err
w1a,0.8686868686868687,2.0889225297510655e-5,0.6415773852750752
w1a,0.8686868686868687,1.816838286796808e-5,0.6416326649932058
w1a,0.8686868686868687,1.5801932878593245e-5,0.6416809618528315
w1a,0.8686868686868687,1.3743715360589645e-5,0.6417235020846769
w1a,0.8686868686868687,1.1953582727135543e-5,0.641761313348778
w1a,0.8686868686868687,1.0396616654635292e-5,0.6417952322980336
w1a,0.8686868686868687,9.04244696596849e-6,0.6418259188172706
w1a,0.8686868686868687,7.864659229875288e-6,0.641853875130658
w1a,0.8686868686868687,6.840279521112782e-6,0.6418794681111837
w1a,0.8686868686868687,5.949326291114686e-6,0.6419029532531171
w1a,0.8686868686868687,5.174420607944759e-6,0.6419244989206381
w1a,0.8686868686868687,4.5004471628848546e-6,0.6419442096735978
w1a,0.8686868686868687,3.914259431253139e-6,0.6419621165192602
w1a,0.8686868686868687,3.4044232363196664e-6,0.6419783215677789
w1a,0.8686868686868687,2.9609937142778386e-6,0.6419928229140075
w1a,0.8686868686868687,2.575321329750674e-6,0.6420056605192657
w1a,0.8686868686868687,2.239883157970954e-6,0.6420168654698362
w1a,0.8686868686868687,1.9481361426256067e-6,0.6420265025570651
w1a,0.8787878787878788,1.9481361426256076,0.9991929170074273
w1a,0.8787878787878788,1.6943894670122779,0.9991929170074273
w1a,0.8787878787878788,1.4736935489800063,0.9991929170074273
w1a,0.8787878787878788,1.2817434943896218,0.9991929170074273
w1a,0.8787878787878788,1.114795125857206,0.9991929170074273
w1a,0.8787878787878788,0.9695919488374711,0.9990734417233629
w1a,0.8787878787878788,0.8433016304476233,0.9858154300508377
w1a,0.8787878787878788,0.7334607519877708,0.9057578973123708
w1a,0.8787878787878788,0.637926757500653,0.8330110162341787
w1a,0.8787878787878788,0.5548361610793895,0.7766000369028777
w1a,0.8787878787878788,0.48256819771507875,0.7344941820622285
w1a,0.8787878787878788,0.419713208657751,0.702534418956471
w1a,0.8787878787878788,0.36504514461558857,0.6757978639699053
w1a,0.8787878787878788,0.3174976504398726,0.6522407150297014
w1a,0.8787878787878788,0.2761432648035688,0.6282529379836228
w1a,0.8787878787878788,0.24017532914252243,0.6083393274772582
w1a,0.8787878787878788,0.2088922529751067,0.5935202372212223
w1a,0.8787878787878788,0.18168382867968072,0.5823704988505185
w1a,0.8787878787878788,0.15801932878593256,0.5738173777071612
w1a,0.8787878787878788,0.1374371536058964,0.565914878837195
w1a,0.8787878787878788,0.11953582727135548,0.5606090977705468
w1a,0.8787878787878788,0.10396616654635306,0.5572320568112825
w1a,0.8787878787878788,0.09042446965968493,0.5547701277105557
w1a,0.8787878787878788,0.07864659229875294,0.5519782530695893
w1a,0.8787878787878788,0.06840279521112783,0.5497175321752504
w1a,0.8787878787878788,0.05949326291114691,0.5485422510146832
w1a,0.8787878787878788,0.05174420607944759,0.5480176316420824
w1a,0.8787878787878788,0.04500447162884858,0.5493212933223609
w1a,0.8787878787878788,0.039142594312531385,0.5514358677525442
w1a,0.8787878787878788,0.034044232363196675,0.5537146977974827
w1a,0.8787878787878788,0.029609937142778375,0.55613772812756
w1a,0.8787878787878788,0.02575321329750675,0.5590747575385933
w1a,0.8787878787878788,0.02239883157970953,0.5621618227948847
w1a,0.8787878787878788,0.019481361426256075,0.5657690988562065
w1a,0.8787878787878788,0.01694389467012277,0.5687445692435448
w1a,0.8787878787878788,0.014736935489800056,0.5720401253824475
w1a,0.8787878787878788,0.012817434943896214,0.5746615736554839
w1a,0.8787878787878788,0.011147951258572056,0.5773712273846924
w1a,0.8787878787878788,0.00969591948837471,0.5805014429119024
w1a,0.8787878787878788,0.008433016304476232,0.5837592172564092
w1a,0.8787878787878788,0.0073346075198777085,0.5869202228866968
w1a,0.8787878787878788,0.00637926757500653,0.590564406564886
w1a,0.8787878787878788,0.005548361610793895,0.59400200350131
w1a,0.8787878787878788,0.004825681977150789,0.5973560688832493
w1a,0.8787878787878788,0.004197132086577512,0.6008639056338391
w1a,0.8787878787878788,0.0036504514461558834,0.604294043420011
w1a,0.8787878787878788,0.0031749765043987245,0.6075725086002488
w1a,0.8787878787878788,0.002761432648035687,0.6107783856295523
w1a,0.8787878787878788,0.0024017532914252233,0.614205792637869
w1a,0.8787878787878788,0.0020889225297510664,0.6166423649821484
w1a,0.8787878787878788,0.0018168382867968069,0.6192993578990448
w1a,0.8787878787878788,0.001580193287859325,0.6218585324600284
w1a,0.8787878787878788,0.0013743715360589638,0.6230440807242911
w1a,0.8787878787878788,0.0011953582727135547,0.6257183326395384
w1a,0.8787878787878788,0.0010396616654635305,0.6267030958461758
w1a,0.8787878787878788,0.0009042446965968493,0.6278786476712512
w1a,0.8787878787878788,0.0007864659229875298,0.6303761265943837
w1a,0.8787878787878788,0.0006840279521112779,0.6310836342997249
w1a,0.8787878787878788,0.0005949326291114688,0.6319649677438961
w1a,0.8787878787878788,0.0005174420607944757,0.632879882291418
w1a,0.8787878787878788,0.00045004471628848564,0.6337565784049234
w1a,0.8787878787878788,0.00039142594312531367,0.6345687576959304
w1a,0.8787878787878788,0.0003404423236319668,0.6353101152625419
w1a,0.8787878787878788,0.00029609937142778347,0.6359851766150709
w1a,0.8787878787878788,0.0002575321329750675,0.6365960473451695
w1a,0.8787878787878788,0.00022398831579709512,0.637148149200535
w1a,0.8787878787878788,0.00019481361426256074,0.6376466695912117
w1a,0.8787878787878788,0.00016943894670122764,0.638094882154177
w1a,0.8787878787878788,0.00014736935489800064,0.6384982106075053
w1a,0.8787878787878788,0.00012817434943896208,0.6388594082916768
w1a,0.8787878787878788,0.00011147951258572062,0.639180781025001
w1a,0.8787878787878788,9.695919488374704e-5,0.6394650362774323
w1a,0.8787878787878788,8.433016304476236e-5,0.6397153308601632
w1a,0.8787878787878788,7.334607519877705e-5,0.6399349413605855
w1a,0.8787878787878788,6.379267575006534e-5,0.6401267565069824
w1a,0.8787878787878788,5.548361610793893e-5,0.6402934909897221
w1a,0.8787878787878788,4.8256819771507824e-5,0.6404377797694547
w1a,0.8787878787878788,4.197132086577509e-5,0.6405621873159832
w1a,0.8787878787878788,3.650451446155882e-5,0.6406691896798022
w1a,0.8787878787878788,3.174976504398726e-5,0.6407611618818344
w1a,0.8787878787878788,2.761432648035686e-5,0.6408403257637457
w1a,0.8787878787878788,2.4017532914252244e-5,0.6409087108526141
w1a,0.8787878787878788,2.0889225297510655e-5,0.6409681385938922
w1a,0.8787878787878788,1.816838286796808e-5,0.6410202037475659
w1a,0.8787878787878788,1.5801932878593245e-5,0.6410662635093691
w1a,0.8787878787878788,1.3743715360589645e-5,0.6411074381342671
w1a,0.8787878787878788,1.1953582727135543e-5,0.6411446219592546
w1a,0.8787878787878788,1.0396616654635292e-5,0.6411785024657245
w1a,0.8787878787878788,9.04244696596849e-6,0.6412095850878228
w1a,0.8787878787878788,7.864659229875288e-6,0.6412382216131178
w1a,0.8787878787878788,6.840279521112782e-6,0.6412646402001112
w1a,0.8787878787878788,5.949326291114686e-6,0.6412889752685036
w1a,0.8787878787878788,5.174420607944759e-6,0.6413112957949375
w1a,0.8787878787878788,4.5004471628848546e-6,0.6413316142686217
w1a,0.8787878787878788,3.914259431253139e-6,0.641349960033552
w1a,0.8787878787878788,3.4044232363196664e-6,0.6413663583086429
w1a,0.8787878787878788,2.9609937142778386e-6,0.6413808158055406
w1a,0.8787878787878788,2.575321329750674e-6,0.6413933872313116
w1a,0.8787878787878788,2.239883157970954e-6,0.6414041240980336
w1a,0.8787878787878788,1.9481361426256067e-6,0.6414131343212592
w1a,0.8888888888888888,1.9481361426256076,0.9991929170074273
w1a,0.8888888888888888,1.6943894670122779,0.9991929170074273
w1a,0.8888888888888888,1.4736935489800063,0.9991929170074273
w1a,0.8888888888888888,1.2817434943896218,0.9991929170074273
w1a,0.8888888888888888,1.114795125857206,0.9991929170074273
w1a,0.8888888888888888,0.9695919488374711,0.9961279738129347
w1a,0.8888888888888888,0.8433016304476233,0.9472413440253502
w1a,0.8888888888888888,0.7334607519877708,0.8635590572480327
w1a,0.8888888888888888,0.637926757500653,0.7996453512127406
w1a,0.8888888888888888,0.5548361610793895,0.7520074255796335
w1a,0.8888888888888888,0.48256819771507875,0.7171136281164107
w1a,0.8888888888888888,0.419713208657751,0.6892077811395123
w1a,0.8888888888888888,0.36504514461558857,0.6672420880196805
w1a,0.8888888888888888,0.3174976504398726,0.6442379067683666
w1a,0.8888888888888888,0.2761432648035688,0.620853609770965
w1a,0.8888888888888888,0.24017532914252243,0.6034731840108181
w1a,0.8888888888888888,0.2088922529751067,0.59054644089794
w1a,0.8888888888888888,0.18168382867968072,0.5808294069509227
w1a,0.8888888888888888,0.15801932878593256,0.5725202517877843
w1a,0.8888888888888888,0.1374371536058964,0.5658755695866899
w1a,0.8888888888888888,0.11953582727135548,0.5617251866689718
w1a,0.8888888888888888,0.10396616654635306,0.5586216354565736
w1a,0.8888888888888888,0.09042446965968493,0.5564680349615675
w1a,0.8888888888888888,0.07864659229875294,0.5535234937636647
w1a,0.8888888888888888,0.06840279521112783,0.5516859439102522
w1a,0.8888888888888888,0.05949326291114691,0.5505824880864967
w1a,0.8888888888888888,0.05174420607944759,0.5507366044660758
w1a,0.8888888888888888,0.04500447162884858,0.5527000620707374
w1a,0.8888888888888888,0.039142594312531385,0.5546655346878108
w1a,0.8888888888888888,0.034044232363196675,0.5568334689414162
w1a,0.8888888888888888,0.029609937142778375,0.5593859660096004
w1a,0.8888888888888888,0.02575321329750675,0.5619540404316398
w1a,0.8888888888888888,0.02239883157970953,0.5647008794861701
w1a,0.8888888888888888,0.019481361426256075,0.5679419957886982
w1a,0.8888888888888888,0.01694389467012277,0.5712744577180842
w1a,0.8888888888888888,0.014736935489800056,0.5737662398201523
w1a,0.8888888888888888,0.012817434943896214,0.5761611303363076
w1a,0.8888888888888888,0.011147951258572056,0.5793164059538891
w1a,0.8888888888888888,0.00969591948837471,0.5821444008596278
w1a,0.8888888888888888,0.008433016304476232,0.5853759234562894
w1a,0.8888888888888888,0.0073346075198777085,0.5890888997671466
w1a,0.8888888888888888,0.00637926757500653,0.59280607804405
w1a,0.8888888888888888,0.005548361610793895,0.5960391705772891
w1a,0.8888888888888888,0.004825681977150789,0.599409022769591
w1a,0.8888888888888888,0.004197132086577512,0.6025239138942013
w1a,0.8888888888888888,0.0036504514461558834,0.6059844755774805
w1a,0.8888888888888888,0.0031749765043987245,0.609207962425456
w1a,0.8888888888888888,0.002761432648035687,0.6123534706351621
w1a,0.8888888888888888,0.0024017532914252233,0.6155451677196107
w1a,0.8888888888888888,0.0020889225297510664,0.6179225644688809
w1a,0.8888888888888888,0.0018168382867968069,0.6206072746960956
w1a,0.8888888888888888,0.001580193287859325,0.6229767323636997
w1a,0.8888888888888888,0.0013743715360589638,0.6241249889380163
w1a,0.8888888888888888,0.0011953582727135547,0.6268582532423137
w1a,0.8888888888888888,0.0010396616654635305,0.627793769002485
w1a,0.8888888888888888,0.0009042446965968493,0.6289168105205177
w1a,0.8888888888888888,0.0007864659229875298,0.631160483942203
w1a,0.8888888888888888,0.0006840279521112779,0.6318679449589298
w1a,0.8888888888888888,0.0005949326291114688,0.6327245847335947
w1a,0.8888888888888888,0.0005174420607944757,0.6336073260074722
w1a,0.8888888888888888,0.00045004471628848564,0.6344500156228128
w1a,0.8888888888888888,0.00039142594312531367,0.635229575378088
w1a,0.8888888888888888,0.0003404423236319668,0.6359409227995083
w1a,0.8888888888888888,0.00029609937142778347,0.6365887668028657
w1a,0.8888888888888888,0.0002575321329750675,0.6371758380664422
w1a,0.8888888888888888,0.00022398831579709512,0.6377073667363221
w1a,0.8888888888888888,0.00019481361426256074,0.6381879128676795
w1a,0.8888888888888888,0.00016943894670122764,0.6386209003596746
w1a,0.8888888888888888,0.00014736935489800064,0.6390108636641214
w1a,0.8888888888888888,0.00012817434943896208,0.6393604081536853
w1a,0.8888888888888888,0.00011147951258572062,0.6396715550646139
w1a,0.8888888888888888,9.695919488374704e-5,0.6399467776821544
w1a,0.8888888888888888,8.433016304476236e-5,0.6401893511913055
w1a,0.8888888888888888,7.334607519877705e-5,0.6404023737165508
w1a,0.8888888888888888,6.379267575006534e-5,0.6405885976978841
w1a,0.8888888888888888,5.548361610793893e-5,0.6407506050392326
w1a,0.8888888888888888,4.8256819771507824e-5,0.640890905128992
w1a,0.8888888888888888,4.197132086577509e-5,0.6410119430838
w1a,0.8888888888888888,3.650451446155882e-5,0.6411160902448297
w1a,0.8888888888888888,3.174976504398726e-5,0.6412056263741034
w1a,0.8888888888888888,2.761432648035686e-5,0.6412826943076259
w1a,0.8888888888888888,2.4017532914252244e-5,0.6413492544633067
w1a,0.8888888888888888,2.0889225297510655e-5,0.6414070702741842
w1a,0.8888888888888888,1.816838286796808e-5,0.6414576900153484
w1a,0.8888888888888888,1.5801932878593245e-5,0.6415024352430577
w1a,0.8888888888888888,1.3743715360589645e-5,0.6415424002199557
w1a,0.8888888888888888,1.1953582727135543e-5,0.641578461544968
w1a,0.8888888888888888,1.0396616654635292e-5,0.6416112957174982
w1a,0.8888888888888888,9.04244696596849e-6,0.6416414024264937
w1a,0.8888888888888888,7.864659229875288e-6,0.6416691314901531
w1a,0.8888888888888888,6.840279521112782e-6,0.6416947115356783
w1a,0.8888888888888888,5.949326291114686e-6,0.6417182787217669
w1a,0.8888888888888888,5.174420607944759e-6,0.641739904065732
w1a,0.8888888888888888,4.5004471628848546e-6,0.6417595983424111
w1a,0.8888888888888888,3.914259431253139e-6,0.6417774021531988
w1a,0.8888888888888888,3.4044232363196664e-6,0.6417933286585107
w1a,0.8888888888888888,2.9609937142778386e-6,0.641807387345665
w1a,0.8888888888888888,2.575321329750674e-6,0.6418196244981804
w1a,0.8888888888888888,2.239883157970954e-6,0.641830091019859
w1a,0.8888888888888888,1.9481361426256067e-6,0.6418388891922416
w1a,0.898989898989899,1.9481361426256076,0.9991929170074273
w1a,0.898989898989899,1.6943894670122779,0.9991929170074273
w1a,0.898989898989899,1.4736935489800063,0.9991929170074273
w1a,0.898989898989899,1.2817434943896218,0.9991929170074273
w1a,0.898989898989899,1.114795125857206,0.9991929170074273
w1a,0.898989898989899,0.9695919488374711,0.9893396163433554
w1a,0.898989898989899,0.8433016304476233,0.9052878257613394
w1a,0.898989898989899,0.7334607519877708,0.830237282292797
w1a,0.898989898989899,0.637926757500653,0.7748972562964089
w1a,0.898989898989899,0.5548361610793895,0.7329938178545022
w1a,0.898989898989899,0.48256819771507875,0.7018033586193374
w1a,0.898989898989899,0.419713208657751,0.676547521770792
w1a,0.898989898989899,0.36504514461558857,0.6545067685327247
w1a,0.898989898989899,0.3174976504398726,0.6306058385916962
w1a,0.898989898989899,0.2761432648035688,0.6100849095696682
w1a,0.898989898989899,0.24017532914252243,0.5949464006337543
w1a,0.898989898989899,0.2088922529751067,0.5834324598760662
w1a,0.898989898989899,0.18168382867968072,0.5749954489793354
w1a,0.898989898989899,0.15801932878593256,0.5668965473856595
w1a,0.898989898989899,0.1374371536058964,0.5612228688752208
w1a,0.898989898989899,0.11953582727135548,0.5578607394622384
w1a,0.898989898989899,0.10396616654635306,0.5550575086489686
w1a,0.898989898989899,0.09042446965968493,0.5526934268767811
w1a,0.898989898989899,0.07864659229875294,0.5504282633281733
w1a,0.898989898989899,0.06840279521112783,0.548820202605508
w1a,0.898989898989899,0.05949326291114691,0.5483038253892126
w1a,0.898989898989899,0.05174420607944759,0.549182329728117
w1a,0.898989898989899,0.04500447162884858,0.551282208652549
w1a,0.898989898989899,0.039142594312531385,0.5534170590229749
w1a,0.898989898989899,0.034044232363196675,0.5557447003923984
w1a,0.898989898989899,0.029609937142778375,0.5591163169008885
w1a,0.898989898989899,0.02575321329750675,0.5617955309845037
w1a,0.898989898989899,0.02239883157970953,0.5649228991907195
w1a,0.898989898989899,0.019481361426256075,0.567935690765155
w1a,0.898989898989899,0.01694389467012277,0.5708654535565549
w1a,0.898989898989899,0.014736935489800056,0.5736089785014241
w1a,0.898989898989899,0.012817434943896214,0.5759736381853403
w1a,0.898989898989899,0.011147951258572056,0.5789282626911774
w1a,0.898989898989899,0.00969591948837471,0.5823051927845442
w1a,0.898989898989899,0.008433016304476232,0.5855622013427049
w1a,0.898989898989899,0.0073346075198777085,0.588972221590084
w1a,0.898989898989899,0.00637926757500653,0.5922928585539373
w1a,0.898989898989899,0.005548361610793895,0.5958612953589321
w1a,0.898989898989899,0.004825681977150789,0.5991052434139371
w1a,0.898989898989899,0.004197132086577512,0.6023199085918257
w1a,0.898989898989899,0.0036504514461558834,0.6058292146420985
w1a,0.898989898989899,0.0031749765043987245,0.6089644914643102
w1a,0.898989898989899,0.002761432648035687,0.6121357905588709
w1a,0.898989898989899,0.0024017532914252233,0.6152529827340598
w1a,0.898989898989899,0.0020889225297510664,0.6178833680146766
w1a,0.898989898989899,0.0018168382867968069,0.6204704928578929
w1a,0.898989898989899,0.001580193287859325,0.621710988958152
w1a,0.898989898989899,0.0013743715360589638,0.6244235459142197
w1a,0.898989898989899,0.0011953582727135547,0.6255051560614711
w1a,0.898989898989899,0.0010396616654635305,0.6279268859731371
w1a,0.898989898989899,0.0009042446965968493,0.6287569678279264
w1a,0.898989898989899,0.0007864659229875298,0.6297490311983623
w1a,0.898989898989899,0.0006840279521112779,0.6307632936055634
w1a,0.898989898989899,0.0005949326291114688,0.6317751494619434
w1a,0.898989898989899,0.0005174420607944757,0.6327352177002713
w1a,0.898989898989899,0.00045004471628848564,0.6336230942127355
w1a,0.898989898989899,0.00039142594312531367,0.6344337514735272
w1a,0.898989898989899,0.0003404423236319668,0.635172293093578
w1a,0.898989898989899,0.00029609937142778347,0.6358416615696927
w1a,0.898989898989899,0.0002575321329750675,0.6364474516479653
w1a,0.898989898989899,0.00022398831579709512,0.6369951519799337
w1a,0.898989898989899,0.00019481361426256074,0.6374876259168837
w1a,0.898989898989899,0.00016943894670122764,0.6379299177673063
w1a,0.898989898989899,0.00014736935489800064,0.6383246803038016
w1a,0.898989898989899,0.00012817434943896208,0.638673876457056
w1a,0.898989898989899,0.00011147951258572062,0.6389811126103422
w1a,0.898989898989899,9.695919488374704e-5,0.639250029071779
w1a,0.898989898989899,8.433016304476236e-5,0.639484221418565
w1a,0.898989898989899,7.334607519877705e-5,0.6396871623641698
w1a,0.898989898989899,6.379267575006534e-5,0.6398621299684829
w1a,0.898989898989899,5.548361610793893e-5,0.6400123274465715
w1a,0.898989898989899,4.8256819771507824e-5,0.6401408769946013
w1a,0.898989898989899,4.197132086577509e-5,0.640250783237817
w1a,0.898989898989899,3.650451446155882e-5,0.640344872916336
w1a,0.898989898989899,3.174976504398726e-5,0.6404257479599914
w1a,0.898989898989899,2.761432648035686e-5,0.6404957572675262
w1a,0.898989898989899,2.4017532914252244e-5,0.6405569642076365
w1a,0.898989898989899,2.0889225297510655e-5,0.6406111248359897
w1a,0.898989898989899,1.816838286796808e-5,0.6406596826376417
w1a,0.898989898989899,1.5801932878593245e-5,0.6407037786562954
w1a,0.898989898989899,1.3743715360589645e-5,0.6407442740018044
w1a,0.898989898989899,1.1953582727135543e-5,0.640781781567298
w1a,0.898989898989899,1.0396616654635292e-5,0.6408167038267152
w1a,0.898989898989899,9.04244696596849e-6,0.640849273762305
w1a,0.898989898989899,7.864659229875288e-6,0.6408795962792345
w1a,0.898989898989899,6.840279521112782e-6,0.6409076878650045
w1a,0.898989898989899,5.949326291114686e-6,0.6409335127047787
w1a,0.898989898989899,5.174420607944759e-6,0.6409570139360153
w1a,0.898989898989899,4.5004471628848546e-6,0.6409781328019188
w1a,0.898989898989899,3.914259431253139e-6,0.6409968316433523
w1a,0.898989898989899,3.4044232363196664e-6,0.6410131576581954
w1a,0.898989898989899,2.9609937142778386e-6,0.641027139519636
w1a,0.898989898989899,2.575321329750674e-6,0.6410388834773987
w1a,0.898989898989899,2.239883157970954e-6,0.6410485182279355
w1a,0.898989898989899,1.9481361426256067e-6,0.6410562268015815
w1a,0.9090909090909091,1.9481361426256076,0.9991929170074273
w1a,0.9090909090909091,1.6943894670122779,0.9991929170074273
w1a,0.9090909090909091,1.4736935489800063,0.9991929170074273
w1a,0.9090909090909091,1.2817434943896218,0.9991929170074273
w1a,0.9090909090909091,1.114795125857206,0.9972873964024939
w1a,0.9090909090909091,0.9695919488374711,0.9470865532725243
w1a,0.9090909090909091,0.8433016304476233,0.8609359271513447
w1a,0.9090909090909091,0.7334607519877708,0.7972961184364258
w1a,0.9090909090909091,0.637926757500653,0.7502560108022144
w1a,0.9090909090909091,0.5548361610793895,0.7143413164918775
w1a,0.9090909090909091,0.48256819771507875,0.6880260623967646
w1a,0.9090909090909091,0.419713208657751,0.6665389103900208
w1a,0.9090909090909091,0.36504514461558857,0.6460120007372654
w1a,0.9090909090909091,0.3174976504398726,0.6220104909421226
w1a,0.9090909090909091,0.2761432648035688,0.6038818289166423
w1a,0.9090909090909091,0.24017532914252243,0.5904273895178358
w1a,0.9090909090909091,0.2088922529751067,0.5803110411293815
w1a,0.9090909090909091,0.18168382867968072,0.5719717237320532
w1a,0.9090909090909091,0.15801932878593256,0.5649411170599398
w1a,0.9090909090909091,0.1374371536058964,0.5604680677510828
w1a,0.9090909090909091,0.11953582727135548,0.5575312641970895
w1a,0.9090909090909091,0.10396616654635306,0.5553385594316416
w1a,0.9090909090909091,0.09042446965968493,0.5527835954640602
w1a,0.9090909090909091,0.07864659229875294,0.5503326747631063
w1a,0.9090909090909091,0.06840279521112783,0.5488855977536371
w1a,0.9090909090909091,0.05949326291114691,0.5484866514009812
w1a,0.9090909090909091,0.05174420607944759,0.5500487653146265
w1a,0.9090909090909091,0.04500447162884858,0.5523905954535344
w1a,0.9090909090909091,0.039142594312531385,0.5547119393588579
w1a,0.9090909090909091,0.034044232363196675,0.5569421300513253
w1a,0.9090909090909091,0.029609937142778375,0.5598132814436476
w1a,0.9090909090909091,0.02575321329750675,0.562330904080146
w1a,0.9090909090909091,0.02239883157970953,0.5653967813828056
w1a,0.9090909090909091,0.019481361426256075,0.5682278521785309
w1a,0.9090909090909091,0.01694389467012277,0.5711902653326243
w1a,0.9090909090909091,0.014736935489800056,0.5737631705679109
w1a,0.9090909090909091,0.012817434943896214,0.5760455721435015
w1a,0.9090909090909091,0.011147951258572056,0.5786642634824728
w1a,0.9090909090909091,0.00969591948837471,0.5817530323140936
w1a,0.9090909090909091,0.008433016304476232,0.5851820289981688
w1a,0.9090909090909091,0.0073346075198777085,0.588690775868544
w1a,0.9090909090909091,0.00637926757500653,0.5922934889326135
w1a,0.9090909090909091,0.005548361610793895,0.595719095415261
w1a,0.9090909090909091,0.004825681977150789,0.5988723846648508
w1a,0.9090909090909091,0.004197132086577512,0.6021224770990219
w1a,0.9090909090909091,0.0036504514461558834,0.6053930567026595
w1a,0.9090909090909091,0.0031749765043987245,0.6084668038814186
w1a,0.9090909090909091,0.002761432648035687,0.6117879754711422
w1a,0.9090909090909091,0.0024017532914252233,0.6145209402727987
w1a,0.9090909090909091,0.0020889225297510664,0.6170843626305077
w1a,0.9090909090909091,0.0018168382867968069,0.6183852705574893
w1a,0.9090909090909091,0.001580193287859325,0.6217986860759624
w1a,0.9090909090909091,0.0013743715360589638,0.6228577963924188
w1a,0.9090909090909091,0.0011953582727135547,0.6252127684844134
w1a,0.9090909090909091,0.0010396616654635305,0.6261612326077369
w1a,0.9090909090909091,0.0009042446965968493,0.6283756746495995
w1a,0.9090909090909091,0.0007864659229875298,0.6291155405332661
w1a,0.9090909090909091,0.0006840279521112779,0.630014850674991
w1a,0.9090909090909091,0.0005949326291114688,0.6309551504035479
w1a,0.9090909090909091,0.0005174420607944757,0.6318581243038421
w1a,0.9090909090909091,0.00045004471628848564,0.6326982288909732
w1a,0.9090909090909091,0.00039142594312531367,0.6334628726052843
w1a,0.9090909090909091,0.0003404423236319668,0.6341558421335339
w1a,0.9090909090909091,0.00029609937142778347,0.6347834816090145
w1a,0.9090909090909091,0.0002575321329750675,0.6353512929400947
w1a,0.9090909090909091,0.00022398831579709512,0.6358649656506195
w1a,0.9090909090909091,0.00019481361426256074,0.6363277890571201
w1a,0.9090909090909091,0.00016943894670122764,0.6367448910830489
w1a,0.9090909090909091,0.00014736935489800064,0.6371193991229208
w1a,0.9090909090909091,0.00012817434943896208,0.6374530634950984
w1a,0.9090909090909091,0.00011147951258572062,0.637748523232623
w1a,0.9090909090909091,9.695919488374704e-5,0.6380088838368224
w1a,0.9090909090909091,8.433016304476236e-5,0.6382373848682014
w1a,0.9090909090909091,7.334607519877705e-5,0.638436985840662
w1a,0.9090909090909091,6.379267575006534e-5,0.6386104176346442
w1a,0.9090909090909091,5.548361610793893e-5,0.6387603416886414
w1a,0.9090909090909091,4.8256819771507824e-5,0.6388893753533509
w1a,0.9090909090909091,4.197132086577509e-5,0.6390000772391303
w1a,0.9090909090909091,3.650451446155882e-5,0.6390949276620979
w1a,0.9090909090909091,3.174976504398726e-5,0.6391762773698855
w1a,0.9090909090909091,2.761432648035686e-5,0.6392462862671539
w1a,0.9090909090909091,2.4017532914252244e-5,0.6393069059406802
w1a,0.9090909090909091,2.0889225297510655e-5,0.6393598556487549
w1a,0.9090909090909091,1.816838286796808e-5,0.6394066054171709
w1a,0.9090909090909091,1.5801932878593245e-5,0.6394483720501011
w1a,0.9090909090909091,1.3743715360589645e-5,0.6394861274456495
w1a,0.9090909090909091,1.1953582727135543e-5,0.6395206166187734
w1a,0.9090909090909091,1.0396616654635292e-5,0.6395523828622209
w1a,0.9090909090909091,9.04244696596849e-6,0.6395817976105694
w1a,0.9090909090909091,7.864659229875288e-6,0.6396090927473519
w1a,0.9090909090909091,6.840279521112782e-6,0.6396343933341612
w1a,0.9090909090909091,5.949326291114686e-6,0.6396577490370403
w1a,0.9090909090909091,5.174420607944759e-6,0.6396791628601384
w1a,0.9090909090909091,4.5004471628848546e-6,0.6396985854649666
w1a,0.9090909090909091,3.914259431253139e-6,0.6397160594891099
w1a,0.9090909090909091,3.4044232363196664e-6,0.6397315480348089
w1a,0.9090909090909091,2.9609937142778386e-6,0.6397450706720227
w1a,0.9090909090909091,2.575321329750674e-6,0.6397566840911371
w1a,0.9090909090909091,2.239883157970954e-6,0.6397664590716777
w1a,0.9090909090909091,1.9481361426256067e-6,0.6397745227593722
w1a,0.9191919191919192,1.9481361426256076,0.9991929170074273
w1a,0.9191919191919192,1.6943894670122779,0.9991929170074273
w1a,0.9191919191919192,1.4736935489800063,0.9991929170074273
w1a,0.9191919191919192,1.2817434943896218,0.9991929170074273
w1a,0.9191919191919192,1.114795125857206,0.9912743592891757
w1a,0.9191919191919192,0.9695919488374711,0.905846555930527
w1a,0.9191919191919192,0.8433016304476233,0.8307754939084468
w1a,0.9191919191919192,0.7334607519877708,0.7761497214472232
w1a,0.9191919191919192,0.637926757500653,0.7349242262656528
w1a,0.9191919191919192,0.5548361610793895,0.7040383242610708
w1a,0.9191919191919192,0.48256819771507875,0.6810776987465553
w1a,0.9191919191919192,0.419713208657751,0.6614070060921798
w1a,0.9191919191919192,0.36504514461558857,0.6379822229890811
w1a,0.9191919191919192,0.3174976504398726,0.6163398391632523
w1a,0.9191919191919192,0.2761432648035688,0.60018555594022
w1a,0.9191919191919192,0.24017532914252243,0.588035916253918
w1a,0.9191919191919192,0.2088922529751067,0.5790246375643292
w1a,0.9191919191919192,0.18168382867968072,0.5706576877645853
w1a,0.9191919191919192,0.15801932878593256,0.5647426530464064
w1a,0.9191919191919192,0.1374371536058964,0.5610473610147396
w1a,0.9191919191919192,0.11953582727135548,0.5582889684723733
w1a,0.9191919191919192,0.10396616654635306,0.5562148103602145
w1a,0.9191919191919192,0.09042446965968493,0.553698163875319
w1a,0.9191919191919192,0.07864659229875294,0.5517566562209528
w1a,0.9191919191919192,0.06840279521112783,0.55047473160541
